,industry,job_title,company_name,location,summary,date_posted
964,technology,Scrum Master,Agama Solutions,N/A,"Agile transformation and strong communications skills are a MUST.
(Please see full details below regarding rate, duration, etc.).",30+ days ago
965,technology,Student Assistant - Computer Service Support (REMOTE),"University Enterprises, Inc.",N/A,"The SA receives direct supervision from the Staff Services Manager I (SSM I).
The SA performs a variety of duties to support the Financial Analysis and Risk…",5 days ago
966,technology,Technical Support Engineers,Automation ONSPEC Software,N/A,"We are currently seeking individuals to provide technical support for our customers on our product line.
Technical support is provided via telephone, fax, e…",30+ days ago
967,technology,"JO-1809-032Network Support Engineer (Multiple Openings L1, L2, L3) SFO005",Iron Systems,N/A,Maintains computing environment by identifying network requirements; installing upgrades; monitoring network performance.,30+ days ago
968,technology,NetApp and Virtual Infrastructure Architect,West Advanced Technologies (WATI),N/A,"Needs experience with Data Storage and Server Virtualization technologies.
Experience with NetApp data storage and HPE blade enclosure technology.",10 days ago
969,technology,Jira Administrator,Cotocus,N/A,"We are looking for engineer who is expert in Jira and exerience between 2-8 years with follwoing skills.
Jira Layout, Design and User Communication.",30+ days ago
970,technology,Software Engineer Intern,Apple,N/A,"In accordance with your area of study, we will assign you a project related to system development, optimizations or new technology development.",30+ days ago
971,technology,IT Service Technician I,FUSE3,N/A,"Basic VoIP Admin (user focused).
Anti-Virus troubleshooting and support.
Strong customer service, written and verbal communication skills.",3 days ago
972,technology,Jr Cisco UC/Voice Administrator,Calance US,"Sacramento, CA","Selected person will be responsible to Install Cisco VoIP technologies.
Demonstrates knowledge, understanding, and technical use of converged voice and data…",11 days ago
973,technology,Admin Big Data,Cotocus,N/A,"You will help support existing systems 24x7 and responsible for administering current Big Data environments.
To support the product development process in line…",30+ days ago
974,technology,Immediate Job Openings,Volt Workforce Solutions,"Sacramento, CA (Pocket area)",Must have a degree or certificate in information technology or computer electronics to be considered for the Electronic Tester position.,1 day ago
975,technology,"Customer Service Technical Support Administrator, Temporary",Pearson,N/A,Actively collaborate with colleagues and other internal teams to provide the best possible customer experience.,22 days ago
976,technology,UI Engineer,4Insite,"Sacramento, CA 95828","Those tools help facilities teams and service providers manage scope, coverage & quality while increasing overall communication and delivering job-specific…",23 days ago
977,technology,Data Analyst Internship,Red Hat Software,N/A,"In this role you will.
Be responsible for analyzing operational and sales data to ascertain business insights and guide improvements.",30+ days ago
978,technology,Business Analyst,Andrew Chang & Company,N/A,"Our project teams are highly collaborative and requires a strong degree of interaction with other team members, clients and stakeholders.",30+ days ago
979,technology,Business Analyst/Technical Writer,Nelson & Kennard,N/A,"Must be able to multi-task, think critically and have exceptional analytical skills.
The ideal candidate will be solutions oriented using a ""roll up your…",8 days ago
980,technology,Student Assistant - Website Developer,"University Enterprises, Inc.",N/A,The Department of Motor Vehicles (DMV) is seeking to hire two student assistants to be members of the Robotic Process Automation (RPA) team.,26 days ago
981,technology,AWS Certified Solutions Architect,Foundation for California Community Colleges (FCCC...,N/A,"100% Remote/Virtual, candidate must reside within California — Full Time.
Unfortunately, we do not provide sponsorship.",2 days ago
982,technology,Helpdesk Technician I,Blackwatch International Corporation,N/A,Blackwatch is searching for an experienced DoD Tier 1 Help Desk Technician with knowledge of Information technology systems to join our team in the Sacramento…,30+ days ago
983,technology,Statistician,National Older Worker Career Center,N/A,"MA/MS Degree in Statistics.
Experience required with Windows, MS Word, MS Excel.
This position is responsible for designing, developing, and maintaining data…",30+ days ago
984,technology,IT SCRTY ANL 3 (Information Security Risk Analyst),"University of California, Davis",N/A,"The Information Security Risk Analyst must stay abreast of evolving campus needs, technology, and capabilities.
Work at a computer for extended periods of time.",29 days ago
985,technology,Software Developer,Key Business Solutions,N/A,"Analyze user needs and develop software solutions.
Develop and create general computer applications software or specialized utility programs.",30+ days ago
986,technology,Enterprise Architect,TechNet Inc.,N/A,"Knowledge of all technology layers: applications, data, infrastructure, security.
Seven (7+) or more years in technology, and three (3+) or more years in EA or…",30+ days ago
987,technology,Looking for a Web Programmer to work on our website,Breezpost,N/A,"Yes: Other non-immigrant work authorization (e.g. L-1, TN, E-3, O-1, etc.).
Yes: Immigrant visa sponsorship (e.g., green card sponsorship).",16 days ago
988,technology,Artificial Intelligence Researcher,Cotocus,N/A,We are looking for engineer who is expert in Artificial Intelligence Researcher and exerience between 2-8 years with follwoing skills.,30+ days ago
989,technology,IT Business Analyst with Atlassian,West Advanced Technologies (WATI),N/A,"The Client is looking for a highly technical business analyst to join the Atlassian support team.
Atlassian tools are used to support the countywide IT Service…",30+ days ago
990,technology,DataDog Engineer,Cotocus,N/A,"Support several product teams, and a wide variety of datasets, with explorations and prototypes for new visualizations, and improvements to existing viz, using…",30+ days ago
991,technology,Student Assistant - Field Services IT Support (5 positions) REMOTE,"University Enterprises, Inc.",N/A,"In a client/server environment; PC configurations, specifications, and troubleshooting techniques; principles of networking technologies, network components,…",9 days ago
992,technology,CSU Sacramento Engineering and Computer Science Career Fair,HDR,N/A,"CSU Sacramento Engineering and Computer Science Career Fair - (160193) Description About Us At HDR, we specialize in engineering, architecture,…",25 days ago
993,technology,MAVEN Engineer,Cotocus,N/A,"Excellent communication and Convincing Skills.
Strong Interpersonal Skills and Negotiation Skills.
Ability to understand client's needs and present solutions…",30+ days ago
994,technology,Security Systems Analyst,"Apex Technology Management, Inc.",N/A,"Ability to adapt in a constantly changing environment of security and technology.
As a Security Systems Analyst, you will work directly with the Chief…",30+ days ago
995,technology,Implementation Engineer,SimpliGov LLC,N/A,"The Implementations Engineer is an integral part of the implementation & post onboarding project team.
The Implementation Engineer is responsible for the actual…",30+ days ago
996,technology,Admin Big Data,Cotocus,N/A,"You will help support existing systems 24x7 and responsible for administering current Big Data environments.
To support the product development process in line…",30+ days ago
997,technology,Network Administrator,"Life-Assist, Inc.",N/A,"Undergrad or graduate degree in computer science, network administration, systems engineering, related field, or equivalent combination of education and related…",23 days ago
998,technology,"Customer Service Technical Support Administrator, Temporary",Pearson,N/A,Actively collaborate with colleagues and other internal teams to provide the best possible customer experience.,22 days ago
999,technology,Data Analyst Internship,Red Hat Software,N/A,"In this role you will.
Be responsible for analyzing operational and sales data to ascertain business insights and guide improvements.",30+ days ago
1000,technology,Business Analyst,Andrew Chang & Company,N/A,"Our project teams are highly collaborative and requires a strong degree of interaction with other team members, clients and stakeholders.",30+ days ago
1001,technology,Business Analyst/Technical Writer,Nelson & Kennard,N/A,"Must be able to multi-task, think critically and have exceptional analytical skills.
The ideal candidate will be solutions oriented using a ""roll up your…",8 days ago
